Date,Open,High,Low,Close,Adj Close,Volume
2019-05-17,34100.0,34450.0,33000.0,33000.0,28301.017578125,1295494
2019-05-20,33200.0,33950.0,33150.0,33700.0,28901.341796875,1132816
2019-05-21,34000.0,35700.0,33950.0,34800.0,29844.71875,1717035
2019-05-22,35000.0,35100.0,34200.0,35000.0,30016.2265625,940190
2019-05-23,34900.0,35300.0,34650.0,35300.0,30273.5078125,1114890
2019-05-24,34950.0,35200.0,34250.0,34250.0,29373.01953125,709398
2019-05-27,34150.0,34500.0,34000.0,34250.0,29373.01953125,558669
2019-05-28,34050.0,34650.0,33800.0,33900.0,29072.8671875,4397225
2019-05-29,33400.0,33800.0,33100.0,33450.0,28686.94140625,1794255
2019-05-30,33650.0,34650.0,33650.0,34450.0,29544.54296875,1250004
2019-05-31,34800.0,34900.0,34350.0,34800.0,29844.71875,2215173
2019-06-03,35000.0,35900.0,34950.0,35900.0,30788.083984375,1475855
2019-06-04,35400.0,35650.0,35150.0,35650.0,30573.673828125,881135
2019-06-05,36150.0,36550.0,35850.0,36050.0,30916.720703125,2009572
2019-06-07,35800.0,36350.0,35700.0,36250.0,31088.240234375,1420090
2019-06-10,36550.0,36800.0,36100.0,36800.0,31559.92578125,1279168
2019-06-11,36850.0,36900.0,36400.0,36850.0,31602.80078125,1073643
2019-06-12,36800.0,36850.0,36150.0,36750.0,31517.041015625,1527004
2019-06-13,36500.0,36600.0,35750.0,36200.0,31045.35546875,1988984
2019-06-14,36250.0,36400.0,35900.0,36300.0,31131.11328125,1254622
2019-06-17,36250.0,36250.0,35500.0,35650.0,30573.673828125,1402138
2019-06-18,35500.0,36400.0,35300.0,36400.0,31216.880859375,1384814
2019-06-19,37000.0,37150.0,36600.0,37050.0,31774.32421875,1130239
2019-06-20,37050.0,37650.0,36600.0,37650.0,32288.88671875,1887412
2019-06-21,37650.0,37750.0,37400.0,37450.0,32117.36328125,2893202
2019-06-24,37500.0,37650.0,37050.0,37550.0,32203.126953125,741107
2019-06-25,37200.0,37750.0,37200.0,37450.0,32117.36328125,1191421
2019-06-26,37500.0,37900.0,37450.0,37900.0,32503.294921875,1084885
2019-06-27,37600.0,38150.0,37600.0,38000.0,32896.3203125,1399856
2019-06-28,38150.0,38450.0,38050.0,38250.0,33112.73046875,1603604
2019-07-01,38300.0,38500.0,38000.0,38350.0,33199.30078125,836761
2019-07-02,37950.0,38350.0,37600.0,38150.0,33026.171875,746740
2019-07-03,37400.0,38050.0,37400.0,37800.0,32723.17578125,1182527
2019-07-04,37500.0,38150.0,37500.0,38000.0,32896.3203125,475720
2019-07-05,38000.0,38000.0,37150.0,37350.0,32333.609375,637309
2019-07-08,36800.0,36850.0,36350.0,36750.0,31814.19921875,659187
2019-07-09,36550.0,37300.0,36550.0,37300.0,32290.32421875,794892
2019-07-10,37400.0,37950.0,37400.0,37850.0,32766.458984375,863345
2019-07-11,38250.0,38550.0,38250.0,38500.0,33329.1640625,782851
2019-07-12,38550.0,38600.0,38050.0,38400.0,33242.58984375,749296
2019-07-15,38200.0,38650.0,38150.0,38500.0,33329.1640625,488328
2019-07-16,38050.0,38500.0,38050.0,38350.0,33199.30078125,814095
2019-07-17,37800.0,38000.0,37600.0,37950.0,32853.0234375,733582
2019-07-18,37950.0,38050.0,37650.0,37750.0,32679.892578125,292829
2019-07-19,38250.0,38700.0,38100.0,38500.0,33329.1640625,720571
2019-07-22,38550.0,38800.0,38350.0,38550.0,33372.44140625,580156
2019-07-23,38800.0,39100.0,38650.0,38850.0,33632.1484375,718160
2019-07-24,38600.0,38800.0,37650.0,37700.0,32636.609375,1302658
2019-07-25,38400.0,38900.0,38200.0,38600.0,33415.73828125,1106596
2019-07-26,38500.0,38800.0,38000.0,38600.0,33415.73828125,1109660
2019-07-29,38600.0,38600.0,37900.0,38100.0,32982.87890625,823962
2019-07-30,38100.0,38400.0,37500.0,38050.0,32939.59765625,557174
2019-07-31,37750.0,38050.0,36850.0,37000.0,32030.6171875,1729492
2019-08-01,36500.0,37000.0,36450.0,36600.0,31684.34765625,1624129
2019-08-02,35950.0,36800.0,35950.0,36000.0,31164.931640625,1707816
2019-08-05,35950.0,36100.0,35450.0,35800.0,30991.791015625,1506671
2019-08-06,34500.0,35800.0,34500.0,35450.0,30688.796875,1873809
2019-08-07,35750.0,35950.0,35550.0,35550.0,30775.3671875,1421097
2019-08-08,35750.0,35900.0,35350.0,35400.0,30645.513671875,1276726
2019-08-09,35700.0,35900.0,35500.0,35500.0,30732.078125,851946
2019-08-12,36250.0,36250.0,35800.0,35800.0,30991.791015625,425875
2019-08-13,36000.0,36000.0,35500.0,35500.0,30732.078125,1104126
2019-08-14,36000.0,36400.0,35800.0,35850.0,31035.068359375,995544
2019-08-16,36400.0,36400.0,35600.0,36350.0,31467.921875,1022963
2019-08-19,36550.0,36600.0,36100.0,36100.0,31251.498046875,870410
2019-08-20,36650.0,37150.0,36100.0,37050.0,32073.908203125,2139235
2019-08-21,36950.0,37150.0,36750.0,37000.0,32030.6171875,1359053
2019-08-22,37100.0,37100.0,36600.0,36700.0,31770.916015625,1145841
2019-08-23,36350.0,36600.0,36300.0,36350.0,31467.921875,863221
2019-08-26,35800.0,36100.0,35650.0,35900.0,31078.3671875,1431303
2019-08-27,36000.0,36550.0,36000.0,36400.0,31511.203125,1793089
2019-08-28,36550.0,36650.0,36350.0,36450.0,31554.48046875,691217
2019-08-29,36450.0,36650.0,36000.0,36000.0,31164.931640625,1200568
2019-08-30,36200.0,37050.0,36200.0,36850.0,31900.7578125,1334135
2019-09-02,36900.0,37100.0,36400.0,36400.0,31511.203125,395516
2019-09-03,36350.0,36400.0,36000.0,36200.0,31338.06640625,1351316
2019-09-04,36050.0,36700.0,35950.0,36700.0,31770.916015625,809171
2019-09-05,36950.0,38300.0,36950.0,38150.0,33026.171875,1279528
2019-09-06,38600.0,38750.0,38350.0,38550.0,33372.44140625,653390
2019-09-09,38750.0,39150.0,38700.0,39100.0,33848.57421875,758639
2019-09-10,38900.0,39200.0,38900.0,39150.0,33891.859375,1268271
2019-09-11,39200.0,39400.0,39050.0,39200.0,33935.140625,866301
2019-09-16,39750.0,39750.0,38700.0,39100.0,33848.57421875,1610981
2019-09-17,39200.0,39250.0,38800.0,39200.0,33935.140625,1195914
2019-09-18,39100.0,39850.0,39050.0,39850.0,34497.84765625,1224943
2019-09-19,39800.0,40850.0,39700.0,40550.0,35103.828125,1545963
2019-09-20,40600.0,40950.0,40550.0,40950.0,35450.11328125,2815902
2019-09-23,40850.0,40950.0,40550.0,40750.0,35276.9609375,952559
2019-09-24,40500.0,40700.0,40150.0,40700.0,35233.67578125,1219310
2019-09-25,40000.0,40400.0,40000.0,40200.0,34800.84765625,1334686
2019-09-26,40250.0,40450.0,40100.0,40200.0,34800.84765625,1521424
2019-09-27,39600.0,39850.0,39300.0,39300.0,34323.96484375,1117856
2019-09-30,39000.0,39850.0,38900.0,39500.0,34498.6484375,2243443
2019-10-01,39700.0,39850.0,39300.0,39500.0,34498.6484375,949993
2019-10-02,38900.0,39100.0,38800.0,38900.0,33974.6171875,1349938
2019-10-04,38450.0,39800.0,38400.0,39100.0,34149.2890625,2465552
2019-10-07,39500.0,39800.0,38950.0,39000.0,34061.95703125,310783
2019-10-08,39250.0,39800.0,39000.0,39650.0,34629.65234375,643953
2019-10-10,39400.0,39850.0,39050.0,39650.0,34629.65234375,1540954
2019-10-11,39950.0,40150.0,39650.0,40000.0,34935.34375,934708
2019-10-14,40700.0,40950.0,40500.0,40600.0,35459.3671875,1187934
2019-10-15,40600.0,40750.0,40450.0,40600.0,35459.3671875,920522
2019-10-16,40700.0,41100.0,40700.0,41100.0,35896.05859375,1720313
2019-10-17,40650.0,41000.0,40600.0,40900.0,35721.390625,1141410
2019-10-18,40700.0,41000.0,40200.0,40300.0,35197.35546875,1786920
2019-10-21,40300.0,40650.0,40300.0,40600.0,35459.3671875,566652
2019-10-22,40800.0,41500.0,40700.0,41500.0,36245.4140625,1531234
2019-10-23,41250.0,41500.0,41050.0,41400.0,36158.0703125,1066921
2019-10-24,41800.0,41950.0,41150.0,41650.0,36376.421875,1044017
2019-10-25,41300.0,41650.0,41100.0,41450.0,36201.73828125,1126319
2019-10-28,41450.0,41650.0,41300.0,41400.0,36158.0703125,700553
2019-10-29,41500.0,41650.0,40900.0,41000.0,35808.71484375,1233212
2019-10-30,40850.0,41100.0,40500.0,41100.0,35896.05859375,815073
2019-10-31,41300.0,41650.0,40750.0,41050.0,35852.390625,1209593
2019-11-01,41300.0,42000.0,41050.0,42000.0,36682.1015625,1003590
2019-11-04,42000.0,43000.0,41900.0,43000.0,37555.48828125,1554596
2019-11-05,43000.0,43600.0,42850.0,43600.0,38079.52734375,1889256
2019-11-06,43250.0,44000.0,43250.0,43600.0,38079.52734375,1278143
2019-11-07,43500.0,43550.0,43100.0,43500.0,37992.17578125,998055
2019-11-08,43600.0,43750.0,42150.0,42600.0,37206.13671875,1403874
2019-11-11,42700.0,42700.0,42200.0,42400.0,37031.4609375,1184839
2019-11-12,42500.0,42800.0,42200.0,42800.0,37380.8125,861066
2019-11-13,42400.0,42700.0,42400.0,42700.0,37293.48046875,499397
2019-11-14,42300.0,42550.0,42200.0,42350.0,36987.7890625,1116878
2019-11-15,42350.0,43150.0,42350.0,43100.0,37642.828125,1492581
2019-11-18,42800.0,43200.0,42800.0,42950.0,37511.81640625,1578051
2019-11-19,42850.0,43050.0,42350.0,43050.0,37599.16796875,1192981
2019-11-20,42750.0,43100.0,42100.0,42350.0,36987.7890625,1066683
2019-11-21,41900.0,42150.0,41000.0,41100.0,35896.05859375,1236496
2019-11-22,41250.0,41800.0,41200.0,41650.0,36376.421875,1081731
2019-11-25,41950.0,42700.0,41950.0,42050.0,36725.77734375,1359949
2019-11-26,42400.0,42900.0,42300.0,42300.0,36944.1171875,4426145
2019-11-27,42000.0,42350.0,41950.0,42250.0,36900.453125,1407280
2019-11-28,41850.0,42100.0,41650.0,41700.0,36420.09375,1064367
2019-11-29,41600.0,41700.0,40500.0,40850.0,35677.71484375,1452647
2019-12-02,41150.0,41500.0,41100.0,41300.0,36070.734375,654720
2019-12-03,41050.0,41200.0,40750.0,41100.0,35896.05859375,1058152
2019-12-04,40950.0,40950.0,40350.0,40900.0,35721.390625,1347956
2019-12-05,41200.0,41500.0,40800.0,40900.0,35721.390625,1236208
2019-12-06,41350.0,41850.0,41100.0,41750.0,36463.75390625,1233398
2019-12-09,41900.0,42200.0,41750.0,41900.0,36594.765625,1021251
2019-12-10,41900.0,42250.0,41650.0,42000.0,36682.1015625,735751
2019-12-11,42350.0,42350.0,42100.0,42200.0,36856.78515625,750327
2019-12-12,42550.0,43600.0,42550.0,43600.0,38079.52734375,1714165
2019-12-13,44300.0,44900.0,44050.0,44900.0,39214.9140625,2534594
2019-12-16,44900.0,45100.0,44550.0,45000.0,39302.25390625,1851324
2019-12-17,46000.0,46600.0,45450.0,46500.0,40612.3359375,2426141
2019-12-18,46500.0,46950.0,46050.0,46700.0,40787.00390625,2691398
2019-12-19,45950.0,46900.0,45700.0,45750.0,39957.29296875,3214033
2019-12-20,45650.0,45800.0,45000.0,45150.0,39433.26171875,2658532
2019-12-23,45450.0,45850.0,44850.0,45100.0,39389.6015625,1268063
2019-12-24,45100.0,45350.0,44900.0,44900.0,39214.9140625,987529
2019-12-26,45000.0,45300.0,44700.0,45300.0,39564.265625,1119201
2019-12-27,45400.0,46200.0,45300.0,45700.0,40228.8828125,1400514
2019-12-30,45600.0,45850.0,45400.0,45400.0,39964.80078125,1913850
2020-01-02,45750.0,45950.0,45150.0,45600.0,40140.86328125,1512362
2020-01-03,46150.0,46600.0,45350.0,45650.0,40184.86328125,1892001
2020-01-06,44950.0,45700.0,44700.0,45700.0,40228.8828125,1212706
2020-01-07,45800.0,46600.0,45750.0,46300.0,40757.05078125,1655637
2020-01-08,46400.0,47500.0,45900.0,46700.0,41109.16015625,3625223
2020-01-09,48000.0,48500.0,47300.0,48400.0,42605.64453125,2643434
2020-01-10,48750.0,49300.0,48000.0,48550.0,42737.68359375,2342259
2020-01-13,48850.0,49500.0,48450.0,49500.0,43573.95703125,2297331
2020-01-14,49600.0,50600.0,49500.0,49750.0,43794.0234375,3776068
2020-01-15,49100.0,49700.0,49000.0,49250.0,43353.88671875,3151318
2020-01-16,48750.0,50500.0,48700.0,50400.0,44366.203125,1734748
2020-01-17,50700.0,51200.0,50400.0,50900.0,44806.35546875,2192507
2020-01-20,51100.0,52500.0,51000.0,52200.0,45950.71875,3405491
2020-01-21,51600.0,52100.0,51000.0,51000.0,44894.37890625,2591716
2020-01-22,50300.0,51900.0,50300.0,51100.0,44982.40625,2775348
2020-01-23,51600.0,51700.0,50000.0,50300.0,44278.1796875,2419343
2020-01-28,48400.0,49200.0,48300.0,49100.0,43221.84375,3157911
2020-01-29,49750.0,50200.0,49450.0,49600.0,43661.984375,2066704
2020-01-30,49500.0,49550.0,47950.0,47950.0,42209.515625,2526970
2020-01-31,48000.0,49000.0,47500.0,47500.0,41813.39453125,2976123
2020-02-03,46700.0,48400.0,46500.0,47750.0,42033.46875,2541142
2020-02-04,48300.0,49800.0,47900.0,49650.0,43705.99609375,2804961
2020-02-05,51300.0,51400.0,49800.0,50700.0,44630.28515625,2396249
2020-02-06,51000.0,51300.0,50600.0,51300.0,45158.46484375,2322521
2020-02-07,51300.0,51600.0,50700.0,51200.0,45070.4296875,1991501
2020-02-10,50300.0,51000.0,50100.0,51000.0,44894.37890625,1900584
2020-02-11,51000.0,51600.0,51000.0,51000.0,44894.37890625,2090150
2020-02-12,51200.0,51400.0,50500.0,50900.0,44806.35546875,1951794
2020-02-13,51400.0,51900.0,51100.0,51400.0,45246.484375,2076607
2020-02-14,51600.0,52800.0,51400.0,52700.0,46390.859375,3009997
2020-02-17,52900.0,53000.0,52500.0,52500.0,46214.80078125,2330946
2020-02-18,52100.0,52300.0,51000.0,51000.0,44894.37890625,2581442
2020-02-19,50700.0,51500.0,50000.0,51100.0,44982.40625,2681487
2020-02-20,51400.0,51800.0,50900.0,50900.0,44806.35546875,1875311
2020-02-21,50200.0,50800.0,50200.0,50400.0,44366.203125,1931325
2020-02-24,49300.0,49600.0,48500.0,48700.0,42869.734375,3559473
2020-02-25,47950.0,49700.0,47950.0,49600.0,43661.984375,3759466
2020-02-26,48150.0,49000.0,48100.0,48100.0,42341.5625,3118050
2020-02-27,48100.0,48600.0,47500.0,47550.0,41857.40625,2079918
2020-02-28,46500.0,47000.0,45550.0,45550.0,40096.8515625,3872934
2020-03-02,45650.0,46900.0,44900.0,46000.0,40492.97265625,4067855
2020-03-03,47850.0,48350.0,46600.0,46600.0,41021.1328125,3308530
2020-03-04,46100.0,48600.0,46050.0,48200.0,42429.59375,3658066
2020-03-05,49000.0,49250.0,48450.0,49050.0,43177.828125,2588823
2020-03-06,48000.0,48250.0,47350.0,47450.0,41769.3828125,3419692
2020-03-09,47450.0,47450.0,47450.0,47450.0,41769.3828125,0
2020-03-10,44800.0,46200.0,44750.0,45500.0,40052.828125,5812655
2020-03-11,46000.0,46100.0,44200.0,44350.0,39040.50390625,3413664
2020-03-12,44350.0,44350.0,44350.0,44350.0,39040.50390625,0
2020-03-13,40000.0,43900.0,39250.0,42700.0,37588.046875,5773939
2020-03-16,42950.0,43400.0,41000.0,41000.0,36091.5546875,4531444
2020-03-17,39200.0,41650.0,39000.0,39650.0,34903.17578125,4684902
2020-03-18,39950.0,40500.0,38000.0,38000.0,33450.71484375,3745813
2020-03-19,38100.0,38600.0,34900.0,35450.0,31205.98828125,5640126
2020-03-20,36500.0,38300.0,36450.0,38000.0,33450.71484375,4623584
2020-03-23,36050.0,36800.0,35600.0,36000.0,31690.154296875,3367606
2020-03-24,36900.0,39150.0,36500.0,39150.0,34463.03125,4179097
2020-03-25,42500.0,42550.0,40200.0,41450.0,36487.68359375,4241958
2020-03-26,41500.0,42050.0,40250.0,40750.0,35871.484375,3762796
2020-03-27,42300.0,42500.0,40550.0,41100.0,36179.58203125,3423688
2020-03-30,39150.0,40600.0,39150.0,40450.0,35916.76171875,2807999
2020-03-31,40500.0,40850.0,39850.0,40100.0,35605.98828125,3287643
2020-04-01,40100.0,40550.0,39000.0,39000.0,34629.26171875,2688956
2020-04-02,39200.0,39750.0,38700.0,39400.0,34984.4296875,2003481
2020-04-03,40000.0,40450.0,39500.0,39800.0,35339.60546875,1396180
2020-04-06,39950.0,40950.0,39700.0,40950.0,36360.71875,1847567
2020-04-07,42000.0,42050.0,41050.0,41800.0,37115.47265625,2930364
2020-04-08,41500.0,41950.0,41300.0,41700.0,37026.66796875,1708879
2020-04-09,42250.0,42400.0,41900.0,42050.0,37337.44921875,2145679
2020-04-10,42000.0,42200.0,41850.0,42200.0,37470.6328125,969434
2020-04-13,42250.0,42300.0,41600.0,41800.0,37115.47265625,1167757
2020-04-14,41900.0,42100.0,41700.0,42100.0,37381.84765625,1193998
2020-04-16,42900.0,42900.0,41850.0,42300.0,37559.4296875,2341232
2020-04-17,43200.0,44900.0,43100.0,44050.0,39113.30078125,3207970
2020-04-20,44500.0,44500.0,43450.0,43500.0,38624.94140625,1775737
2020-04-21,42600.0,43150.0,42000.0,42650.0,37870.203125,2119935
2020-04-22,42000.0,43000.0,41800.0,42950.0,38136.578125,1818663
2020-04-23,43300.0,43450.0,43000.0,43000.0,38180.9765625,1324611
2020-04-24,42650.0,42950.0,42500.0,42500.0,37737.01171875,1570842
2020-04-27,42550.0,43000.0,42250.0,42750.0,37958.99609375,1160164
2020-04-28,42750.0,42900.0,42400.0,42400.0,37648.2265625,1336911
2020-04-29,42400.0,42800.0,42250.0,42250.0,37515.03515625,1833554
2020-05-04,40950.0,41750.0,40950.0,41200.0,36582.70703125,2912417
2020-05-06,41700.0,42000.0,41400.0,42000.0,37293.05078125,1801667
2020-05-07,42300.0,42300.0,41600.0,41600.0,36937.875,1090970
2020-05-08,41950.0,42150.0,41650.0,41650.0,36982.26953125,1134653
2020-05-11,41750.0,42100.0,41500.0,41500.0,36849.0859375,1090117
2020-05-12,41500.0,41500.0,40800.0,40850.0,36271.93359375,2091230
2020-05-13,40250.0,41050.0,40100.0,41050.0,36449.515625,3016935
2020-05-14,40550.0,40850.0,40500.0,40650.0,36094.33203125,1230762
2020-05-15,40900.0,41350.0,40700.0,40950.0,36360.71875,1319699
2020-05-18,41000.0,42100.0,40900.0,41600.0,36937.875,2241226
2020-05-19,42750.0,43300.0,42750.0,43200.0,38358.56640625,2312820
2020-05-20,42950.0,43350.0,42750.0,43300.0,38447.359375,1906862
2020-05-21,43700.0,43950.0,43250.0,43300.0,38447.359375,1811715
2020-05-22,43300.0,43300.0,42200.0,42350.0,37603.8203125,1779284
2020-05-25,42350.0,43100.0,42000.0,43100.0,38269.78125,1966036
2020-05-26,42900.0,43200.0,42500.0,42950.0,38136.578125,1773306
2020-05-27,43050.0,43150.0,42650.0,42950.0,38136.578125,2489476
2020-05-28,43600.0,43900.0,43000.0,43500.0,38624.94140625,3212121
2020-05-29,42700.0,43500.0,42700.0,42850.0,38047.78515625,3546245
2020-06-01,43450.0,44000.0,43350.0,43950.0,39024.51171875,3188899
2020-06-02,44100.0,44500.0,43850.0,44000.0,39068.91015625,2228440
2020-06-03,44250.0,47000.0,44250.0,46200.0,41022.3515625,4824403
2020-06-04,47300.0,48250.0,46300.0,46900.0,41643.8984375,3805378
2020-06-05,46900.0,47750.0,46500.0,47750.0,42398.65234375,2293955
2020-06-08,49000.0,49000.0,47200.0,47800.0,42443.03515625,3795200
2020-06-09,48300.0,48700.0,47500.0,48000.0,42620.625,2692335
2020-06-10,47900.0,48150.0,47500.0,47950.0,42576.23046875,1672882
2020-06-11,47750.0,48450.0,47000.0,47550.0,42221.05859375,3386061
2020-06-12,45200.0,46550.0,45150.0,46050.0,40889.171875,3109103
2020-06-15,46100.0,46450.0,44400.0,44450.0,39468.4765625,3166662
2020-06-16,45300.0,46300.0,45150.0,46050.0,40889.171875,1984472
2020-06-17,45700.0,46450.0,45500.0,45900.0,40755.9765625,2446202
2020-06-18,46100.0,46350.0,45750.0,45900.0,40755.9765625,1436184
2020-06-19,46250.0,47000.0,45700.0,47000.0,41732.6953125,2160511
2020-06-22,47000.0,47100.0,46300.0,46300.0,41111.1484375,2413886
2020-06-23,46550.0,46850.0,45900.0,46000.0,40844.7734375,1633036
2020-06-24,46100.0,47500.0,46000.0,47000.0,41732.6953125,3154917
2020-06-25,46200.0,46800.0,45900.0,45900.0,40755.9765625,3035356
2020-06-26,46750.0,47000.0,46450.0,46850.0,41599.51953125,2740918
2020-06-29,45850.0,46550.0,45800.0,46050.0,41200.48046875,2077760
2020-06-30,46950.0,46950.0,46500.0,46500.0,41603.078125,2137495
2020-07-01,46750.0,46850.0,46050.0,46100.0,41245.21484375,1258369
2020-07-02,46150.0,46650.0,46000.0,46650.0,41737.2890625,1461640
